STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       7364;2022021700;    3;  13.5;  75.0;eor
       7364;2022021701;    3;  13.7;  77.0;eor
       7364;2022021702;    3;  11.1;  76.0;eor
       7364;2022021703;    3;  11.4;  60.0;eor
       7364;2022021704;    3;   9.9;  70.0;eor
       7364;2022021705;    3;   9.4;  69.0;eor
       7364;2022021706;    3;   8.9;  68.0;eor
       7364;2022021707;    3;   8.4;  64.0;eor
       7364;2022021708;    3;   8.3;  63.0;eor
       7364;2022021709;    3;   9.3;  56.0;eor
       7364;2022021710;    3;  10.1;  52.0;eor
       7364;2022021711;    3;  10.1;  53.0;eor
       7364;2022021712;    3;  10.5;  44.0;eor
       7364;2022021713;    3;  10.0;  48.0;eor
       7364;2022021714;    3;  10.1;  46.0;eor
       7364;2022021715;    3;   9.7;  49.0;eor
       7364;2022021716;    3;   8.4;  53.0;eor
       7364;2022021717;    3;   7.8;  52.0;eor
       7364;2022021718;    3;   6.5;  65.0;eor
       7364;2022021719;    3;   6.7;  61.0;eor
       7364;2022021720;    3;   5.7;  68.0;eor
       7364;2022021721;    3;   6.3;  61.0;eor
       7364;2022021722;    3;   5.9;  62.0;eor
       7364;2022021723;    3;   5.3;  64.0;eor
       7364;2022021800;    3;   5.0;  63.0;eor
       7364;2022021801;    3;   4.4;  67.0;eor
       7364;2022021802;    3;   6.0;  63.0;eor
       7364;2022021803;    3;   5.5;  68.0;eor
       7364;2022021804;    3;   4.9;  74.0;eor
       7364;2022021805;    3;   5.1;  74.0;eor
       7364;2022021806;    3;   5.1;  73.0;eor
       7364;2022021807;    3;   5.5;  75.0;eor
       7364;2022021808;    3;   6.6;  72.0;eor
       7364;2022021809;    3;   7.2;  69.0;eor
       7364;2022021810;    3;   7.3;  71.0;eor
       7364;2022021811;    3;   7.0;  73.0;eor
       7364;2022021812;    3;   6.7;  83.0;eor
       7364;2022021813;    3;   7.5;  83.0;eor
       7364;2022021814;    3;   8.0;  83.0;eor
       7364;2022021815;    3;   9.4;  80.0;eor
       7364;2022021816;    3;  10.5;  78.0;eor
       7364;2022021817;    3;  12.0;  71.0;eor
       7364;2022021818;    3;  12.8;  66.0;eor
       7364;2022021819;    3;  11.0;  74.0;eor
       7364;2022021820;    3;  10.1;  53.0;eor
       7364;2022021821;    3;   9.9;  46.0;eor
       7364;2022021822;    3;   9.3;  44.0;eor
       7364;2022021823;    3;   7.1;  60.0;eor
       7364;2022021900;    3;   4.9;  80.0;eor
       7364;2022021901;    3;   6.7;  53.0;eor
       7364;2022021902;    3;   7.0;  46.0;eor
       7364;2022021903;    3;   6.0;  55.0;eor
       7364;2022021904;    3;   6.1;  48.0;eor
       7364;2022021905;    3;   5.9;  50.0;eor
       7364;2022021906;    3;   5.7;  50.0;eor
       7364;2022021907;    3;   5.2;  56.0;eor
       7364;2022021908;    3;   6.0;  51.0;eor
       7364;2022021909;    3;   6.7;  50.0;eor
       7364;2022021910;    3;   6.8;  48.0;eor
       7364;2022021911;    3;   6.9;  49.0;eor
       7364;2022021912;    3;   6.7;  50.0;eor
       7364;2022021913;    3;   7.2;  47.0;eor
       7364;2022021914;    3;   7.4;  45.0;eor
       7364;2022021915;    3;   7.4;  46.0;eor
       7364;2022021916;    3;   6.9;  48.0;eor
       7364;2022021917;    3;   5.9;  51.0;eor
       7364;2022021918;    3;   5.3;  53.0;eor
       7364;2022021919;    3;   5.4;  54.0;eor
       7364;2022021920;    3;   5.6;  57.0;eor
       7364;2022021921;    3;   6.0;  56.0;eor
       7364;2022021922;    3;   5.9;  56.0;eor
       7364;2022021923;    3;   6.1;  55.0;eor
       7364;2022022000;    3;   5.1;  70.0;eor
       7364;2022022001;    3;   4.6;  75.0;eor
       7364;2022022002;    3;   4.3;  78.0;eor
       7364;2022022003;    3;   4.4;  81.0;eor
       7364;2022022004;    3;   5.1;  83.0;eor
       7364;2022022005;    3;   5.2;  81.0;eor
       7364;2022022006;    3;   5.6;  77.0;eor
       7364;2022022007;    3;   5.5;  75.0;eor
       7364;2022022008;    3;   5.9;  73.0;eor
       7364;2022022009;    3;   6.5;  65.0;eor
       7364;2022022010;    3;   6.7;  66.0;eor
       7364;2022022011;    3;   5.6;  82.0;eor
       7364;2022022012;    3;   6.9;  82.0;eor
       7364;2022022013;    3;   7.6;  83.0;eor
       7364;2022022014;    3;   8.8;  79.0;eor
       7364;2022022015;    3;   9.9;  73.0;eor
       7364;2022022016;    3;   9.8;  72.0;eor
       7364;2022022017;    3;   9.8;  72.0;eor
       7364;2022022018;    3;   9.6;  72.0;eor
       7364;2022022019;    3;   9.7;  72.0;eor
       7364;2022022020;    3;   9.6;  72.0;eor
       7364;2022022021;    3;   9.4;  76.0;eor
       7364;2022022022;    3;   9.5;  74.0;eor
       7364;2022022023;    3;  10.1;  72.0;eor
       7364;2022022100;    3;  10.6;  69.0;eor
       7364;2022022101;    3;  10.9;  67.0;eor
       7364;2022022102;    3;  10.9;  65.0;eor
       7364;2022022103;    3;   7.8;  72.0;eor
       7364;2022022104;    3;   7.6;  70.0;eor
       7364;2022022105;    3;   6.8;  69.0;eor
       7364;2022022106;    3;   4.5;  75.0;eor
       7364;2022022107;    3;   5.1;  67.0;eor
       7364;2022022108;    3;   5.0;  66.0;eor
       7364;2022022109;    3;   5.2;  65.0;eor
       7364;2022022110;    3;   5.6;  58.0;eor
       7364;2022022111;    3;   5.8;  62.0;eor
       7364;2022022112;    3;   6.2;  56.0;eor
       7364;2022022113;    3;   6.8;  53.0;eor
       7364;2022022114;    3;   7.1;  51.0;eor
       7364;2022022115;    3;   7.5;  50.0;eor
       7364;2022022116;    3;   7.0;  58.0;eor
       7364;2022022117;    3;   6.4;  68.0;eor
       7364;2022022118;    3;   5.0;  81.0;eor
       7364;2022022119;    3;   4.2;  88.0;eor
       7364;2022022120;    3;   4.6;  85.0;eor
       7364;2022022121;    3;   4.6;  79.0;eor
       7364;2022022122;    3;   4.5;  82.0;eor
       7364;2022022123;    3;   4.6;  80.0;eor
       7364;2022022200;    3;   5.5;  79.0;eor
       7364;2022022201;    3;   5.3;  79.0;eor
       7364;2022022202;    3;   5.7;  79.0;eor
       7364;2022022203;    3;   5.3;  82.0;eor
       7364;2022022204;    3;   4.5;  80.0;eor
       7364;2022022205;    3;   3.6;  80.0;eor
       7364;2022022206;    3;   3.1;  82.0;eor
       7364;2022022207;    3;   3.5;  78.0;eor
       7364;2022022208;    3;   4.5;  74.0;eor
       7364;2022022209;    3;   5.0;  72.0;eor
       7364;2022022210;    3;   6.3;  64.0;eor
       7364;2022022211;    3;   6.3;  61.0;eor
       7364;2022022212;    3;   6.3;  65.0;eor
       7364;2022022213;    3;   7.5;  51.0;eor
       7364;2022022214;    3;   7.8;  52.0;eor
       7364;2022022215;    3;   7.6;  58.0;eor
       7364;2022022216;    3;   7.5;  61.0;eor
       7364;2022022217;    3;   7.3;  64.0;eor
       7364;2022022218;    3;   6.5;  74.0;eor
       7364;2022022219;    3;   6.7;  75.0;eor
       7364;2022022220;    3;   7.0;  78.0;eor
       7364;2022022221;    3;   7.8;  79.0;eor
       7364;2022022222;    3;   8.2;  79.0;eor
       7364;2022022223;    3;   7.7;  83.0;eor
       7364;2022022300;    3;   6.6;  74.0;eor
       7364;2022022301;    3;   5.7;  77.0;eor
       7364;2022022302;    3;   5.2;  77.0;eor
       7364;2022022303;    3;   5.5;  74.0;eor
       7364;2022022304;    3;   6.2;  72.0;eor
       7364;2022022305;    3;   5.6;  74.0;eor
       7364;2022022306;    3;   6.0;  74.0;eor
       7364;2022022307;    3;   5.8;  73.0;eor
       7364;2022022308;    3;   6.2;  69.0;eor
       7364;2022022309;    3;   7.1;  65.0;eor
       7364;2022022310;    3;   7.7;  62.0;eor
       7364;2022022311;    3;   9.3;  52.0;eor
       7364;2022022312;    3;  10.1;  46.0;eor
       7364;2022022313;    3;  10.5;  43.0;eor
       7364;2022022314;    3;  11.0;  41.0;eor
       7364;2022022315;    3;  10.6;  46.0;eor
       7364;2022022316;    3;  10.0;  48.0;eor
       7364;2022022317;    3;   8.6;  56.0;eor
       7364;2022022318;    3;   7.6;  59.0;eor
       7364;2022022319;    3;   6.4;  64.0;eor
       7364;2022022320;    3;   4.6;  70.0;eor
       7364;2022022321;    3;   5.0;  66.0;eor
       7364;2022022322;    3;   3.7;  71.0;eor
       7364;2022022323;    3;   3.9;  72.0;eor
       7364;2022022400;    3;   3.9;  73.0;eor
       7364;2022022401;    3;   3.1;  75.0;eor
       7364;2022022402;    3;   1.8;  82.0;eor
       7364;2022022403;    3;   1.6;  81.0;eor
       7364;2022022404;    3;   1.1;  83.0;eor
       7364;2022022405;    3;   3.4;  73.0;eor
       7364;2022022406;    3;   3.8;  72.0;eor
       7364;2022022407;    3;   4.6;  71.0;eor
       7364;2022022408;    3;   5.6;  69.0;eor
       7364;2022022409;    3;   6.5;  68.0;eor
       7364;2022022410;    3;   7.4;  65.0;eor
       7364;2022022411;    3;   8.3;  61.0;eor
       7364;2022022412;    3;   9.0;  60.0;eor
       7364;2022022413;    3;  10.2;  56.0;eor
       7364;2022022414;    3;  10.4;  57.0;eor
       7364;2022022415;    3;  10.3;  59.0;eor
       7364;2022022416;    3;  10.6;  60.0;eor
       7364;2022022417;    3;  10.8;  60.0;eor
       7364;2022022418;    3;  10.4;  62.0;eor
       7364;2022022419;    3;  10.3;  58.0;eor
       7364;2022022420;    3;   5.6;  72.0;eor
       7364;2022022421;    3;   5.5;  73.0;eor
       7364;2022022422;    3;   5.2;  71.0;eor
       7364;2022022423;    3;   4.6;  76.0;eor
       7364;2022022500;    3;   3.8;  81.0;eor
       7364;2022022501;    3;   3.1;  81.0;eor
       7364;2022022502;    3;   2.8;  77.0;eor
       7364;2022022503;    3;   2.1;  81.0;eor
       7364;2022022504;    3;   1.8;  81.0;eor
       7364;2022022505;    3;   1.6;  80.0;eor
       7364;2022022506;    3;   2.2;  75.0;eor
       7364;2022022507;    3;   2.0;  77.0;eor
       7364;2022022508;    3;   3.0;  72.0;eor
       7364;2022022509;    3;   4.3;  66.0;eor
       7364;2022022510;    3;   5.3;  60.0;eor
       7364;2022022511;    3;   6.0;  57.0;eor
       7364;2022022512;    3;   6.1;  57.0;eor
       7364;2022022513;    3;   5.8;  59.0;eor
       7364;2022022514;    3;   4.3;  78.0;eor
       7364;2022022515;    3;   5.2;  75.0;eor
       7364;2022022516;    3;   5.3;  70.0;eor
       7364;2022022517;    3;   5.1;  73.0;eor
       7364;2022022518;    3;   3.9;  79.0;eor
       7364;2022022519;    3;   4.4;  75.0;eor
       7364;2022022520;    3;   4.3;  77.0;eor
       7364;2022022521;    3;   4.2;  79.0;eor
       7364;2022022522;    3;   4.1;  80.0;eor
       7364;2022022523;    3;   4.2;  79.0;eor
       7364;2022022600;    3;   3.9;  80.0;eor
       7364;2022022601;    3;   3.6;  81.0;eor
       7364;2022022602;    3;   2.8;  82.0;eor
       7364;2022022603;    3;   3.2;  81.0;eor
       7364;2022022604;    3;   3.2;  86.0;eor
       7364;2022022605;    3;   3.4;  84.0;eor
       7364;2022022606;    3;   3.5;  83.0;eor
       7364;2022022607;    3;   3.5;  83.0;eor
       7364;2022022608;    3;   4.0;  83.0;eor
       7364;2022022609;    3;   4.8;  79.0;eor
       7364;2022022610;    3;   5.3;  72.0;eor
       7364;2022022611;    3;   5.8;  69.0;eor
       7364;2022022612;    3;   6.2;  68.0;eor
       7364;2022022613;    3;   7.0;  64.0;eor
       7364;2022022614;    3;   7.4;  62.0;eor
       7364;2022022615;    3;   6.7;  63.0;eor
       7364;2022022616;    3;   6.1;  64.0;eor
       7364;2022022617;    3;   5.2;  66.0;eor
       7364;2022022618;    3;   2.0;  80.0;eor
       7364;2022022619;    3;   0.5;  89.0;eor
       7364;2022022620;    3;   0.0;  90.0;eor
       7364;2022022621;    3;  -1.2;  93.0;eor
       7364;2022022622;    3;  -1.6;  94.0;eor
       7364;2022022623;    3;  -2.0;  94.0;eor
       7364;2022022700;    3;  -1.9;  94.0;eor
       7364;2022022701;    3;  -2.9;  95.0;eor
       7364;2022022702;    3;  -2.8;  95.0;eor
       7364;2022022703;    3;  -2.9;  94.0;eor
       7364;2022022704;    3;  -3.3;  94.0;eor
       7364;2022022705;    3;  -3.6;  93.0;eor
       7364;2022022706;    3;  -3.3;  94.0;eor
       7364;2022022707;    3;  -3.5;  94.0;eor
       7364;2022022708;    3;  -0.1;  93.0;eor
       7364;2022022709;    3;   2.6;  87.0;eor
       7364;2022022710;    3;   3.5;  83.0;eor
       7364;2022022711;    3;   5.2;  72.0;eor
       7364;2022022712;    3;   7.5;  54.0;eor
       7364;2022022713;    3;   7.2;  51.0;eor
       7364;2022022714;    3;   7.5;  47.0;eor
       7364;2022022715;    3;   7.6;  49.0;eor
       7364;2022022716;    3;   7.2;  48.0;eor
       7364;2022022717;    3;   5.6;  57.0;eor
       7364;2022022718;    3;   4.2;  65.0;eor
       7364;2022022719;    3;   2.4;  74.0;eor
       7364;2022022720;    3;  -0.1;  86.0;eor
       7364;2022022721;    3;  -0.2;  91.0;eor
       7364;2022022722;    3;  -0.1;  88.0;eor
       7364;2022022723;    3;  -0.7;  89.0;eor
       7364;2022022800;    3;  -1.2;  92.0;eor
       7364;2022022801;    3;  -1.5;  93.0;eor
       7364;2022022802;    3;  -1.5;  93.0;eor
       7364;2022022803;    3;  -1.6;  92.0;eor
       7364;2022022804;    3;  -1.4;  92.0;eor
       7364;2022022805;    3;  -1.4;  94.0;eor
       7364;2022022806;    3;  -1.3;  95.0;eor
       7364;2022022807;    3;  -1.5;  95.0;eor
       7364;2022022808;    3;  -1.2;  95.0;eor
       7364;2022022809;    3;  -0.6;  89.0;eor
       7364;2022022810;    3;   0.0;  85.0;eor
       7364;2022022811;    3;   2.2;  71.0;eor
       7364;2022022812;    3;   4.4;  60.0;eor
       7364;2022022813;    3;   5.9;  51.0;eor
       7364;2022022814;    3;   6.2;  49.0;eor
       7364;2022022815;    3;   6.5;  45.0;eor
       7364;2022022816;    3;   5.9;  43.0;eor
       7364;2022022817;    3;   4.3;  45.0;eor
       7364;2022022818;    3;   2.5;  52.0;eor
       7364;2022022819;    3;   1.6;  58.0;eor
       7364;2022022820;    3;   0.6;  61.0;eor
       7364;2022022821;    3;   0.3;  63.0;eor
       7364;2022022822;    3;   0.1;  62.0;eor
       7364;2022022823;    3;   0.0;  64.0;eor
       7364;2022030100;    3;  -0.3;  64.0;eor
       7364;2022030101;    3;  -0.6;  64.0;eor
       7364;2022030102;    3;  -1.0;  67.0;eor
       7364;2022030103;    3;  -1.7;  70.0;eor
       7364;2022030104;    3;  -1.8;  71.0;eor
       7364;2022030105;    3;  -1.9;  69.0;eor
       7364;2022030106;    3;  -2.5;  73.0;eor
       7364;2022030107;    3;  -2.0;  73.0;eor
       7364;2022030108;    3;  -0.2;  65.0;eor
       7364;2022030109;    3;   1.8;  53.0;eor
       7364;2022030110;    3;   4.1;  42.0;eor
       7364;2022030111;    3;   5.3;  36.0;eor
       7364;2022030112;    3;   5.7;  33.0;eor
       7364;2022030113;    3;   6.8;  36.0;eor
       7364;2022030114;    3;   7.4;  36.0;eor
       7364;2022030115;    3;   6.8;  37.0;eor
       7364;2022030116;    3;   6.4;  39.0;eor
       7364;2022030117;    3;   4.5;  47.0;eor
       7364;2022030118;    3;   2.0;  63.0;eor
       7364;2022030119;    3;   0.4;  68.0;eor
       7364;2022030120;    3;   0.1;  75.0;eor
       7364;2022030121;    3;  -1.8;  81.0;eor
       7364;2022030122;    3;  -1.9;  83.0;eor
       7364;2022030123;    3;  -2.7;  85.0;eor
       7364;2022030200;    3;  -3.1;  88.0;eor
       7364;2022030201;    3;  -3.3;  87.0;eor
       7364;2022030202;    3;  -2.6;  85.0;eor
       7364;2022030203;    3;  -2.5;  86.0;eor
       7364;2022030204;    3;  -2.5;  85.0;eor
       7364;2022030205;    3;  -2.4;  86.0;eor
       7364;2022030206;    3;  -3.1;  88.0;eor
       7364;2022030207;    3;  -2.1;  81.0;eor
       7364;2022030208;    3;  -1.0;  78.0;eor
       7364;2022030209;    3;   1.1;  73.0;eor
       7364;2022030210;    3;   4.0;  54.0;eor
       7364;2022030211;    3;   5.7;  48.0;eor
       7364;2022030212;    3;   6.7;  41.0;eor
       7364;2022030213;    3;   7.9;  46.0;eor
       7364;2022030214;    3;   7.9;  46.0;eor
       7364;2022030215;    3;   8.2;  36.0;eor
       7364;2022030216;    3;   7.0;  42.0;eor
       7364;2022030217;    3;   3.6;  55.0;eor
       7364;2022030218;    3;   0.9;  72.0;eor
       7364;2022030219;    3;  -1.0;  79.0;eor
       7364;2022030220;    3;  -1.9;  86.0;eor
       7364;2022030221;    3;  -2.2;  86.0;eor
       7364;2022030222;    3;  -3.0;  87.0;eor
       7364;2022030223;    3;  -3.5;  89.0;eor
       7364;2022030300;    3;  -3.7;  90.0;eor
       7364;2022030301;    3;  -4.4;  91.0;eor
       7364;2022030302;    3;  -4.7;  92.0;eor
       7364;2022030303;    3;  -4.8;  92.0;eor
       7364;2022030304;    3;  -5.6;  93.0;eor
       7364;2022030305;    3;  -6.0;  93.0;eor
       7364;2022030306;    3;  -5.9;  92.0;eor
       7364;2022030307;    3;  -4.8;  90.0;eor
       7364;2022030308;    3;  -1.1;  80.0;eor
       7364;2022030309;    3;   1.4;  70.0;eor
       7364;2022030310;    3;   4.4;  58.0;eor
       7364;2022030311;    3;   6.3;  53.0;eor
       7364;2022030312;    3;   7.1;  47.0;eor
       7364;2022030313;    3;   8.1;  46.0;eor
       7364;2022030314;    3;   7.4;  47.0;eor
       7364;2022030315;    3;   6.4;  49.0;eor
       7364;2022030316;    3;   4.1;  65.0;eor
       7364;2022030317;    3;   1.6;  75.0;eor
       7364;2022030318;    3;  -0.1;  84.0;eor
       7364;2022030319;    3;   0.2;  81.0;eor
       7364;2022030320;    3;  -0.1;  81.0;eor
       7364;2022030321;    3;  -0.1;  81.0;eor
       7364;2022030322;    3;   0.1;  82.0;eor
       7364;2022030323;    3;   0.1;  83.0;eor
       7364;2022030400;    3;   0.2;  83.0;eor
       7364;2022030401;    3;   0.3;  83.0;eor
       7364;2022030402;    3;   0.3;  84.0;eor
       7364;2022030403;    3;   0.2;  83.0;eor
       7364;2022030404;    3;   0.1;  83.0;eor
       7364;2022030405;    3;   0.0;  83.0;eor
       7364;2022030406;    3;  -0.1;  83.0;eor
       7364;2022030407;    3;   0.1;  84.0;eor
       7364;2022030408;    3;   0.8;  82.0;eor
       7364;2022030409;    3;   0.7;  81.0;eor
       7364;2022030410;    3;   0.5;  82.0;eor
       7364;2022030411;    3;   1.3;  76.0;eor
       7364;2022030412;    3;   2.5;  73.0;eor
       7364;2022030413;    3;   2.8;  73.0;eor
       7364;2022030414;    3;   3.1;  72.0;eor
       7364;2022030415;    3;   2.9;  73.0;eor
       7364;2022030416;    3;   2.9;  74.0;eor
       7364;2022030417;    3;   2.7;  74.0;eor
       7364;2022030418;    3;   2.6;  70.0;eor
       7364;2022030419;    3;   2.3;  71.0;eor
       7364;2022030420;    3;   1.3;  75.0;eor
       7364;2022030421;    3;   1.2;  75.0;eor
       7364;2022030422;    3;   0.9;  78.0;eor
       7364;2022030423;    3;  -0.7;  81.0;eor
       7364;2022030500;    3;  -2.1;  88.0;eor
       7364;2022030501;    3;  -3.1;  93.0;eor
       7364;2022030502;    3;  -3.4;  92.0;eor
       7364;2022030503;    3;  -3.2;  91.0;eor
       7364;2022030504;    3;  -4.0;  94.0;eor
       7364;2022030505;    3;  -4.6;  94.0;eor
       7364;2022030506;    3;  -4.9;  94.0;eor
       7364;2022030507;    3;  -4.1;  93.0;eor
       7364;2022030508;    3;  -0.8;  84.0;eor
       7364;2022030509;    3;   2.2;  73.0;eor
       7364;2022030510;    3;   4.1;  55.0;eor
       7364;2022030511;    3;   4.3;  56.0;eor
       7364;2022030512;    3;   4.9;  57.0;eor
       7364;2022030513;    3;   5.0;  55.0;eor
       7364;2022030514;    3;   5.2;  53.0;eor
       7364;2022030515;    3;   5.3;  44.0;eor
       7364;2022030516;    3;   5.2;  44.0;eor
       7364;2022030517;    3;   4.3;  55.0;eor
       7364;2022030518;    3;   3.3;  59.0;eor
       7364;2022030519;    3;   0.5;  72.0;eor
       7364;2022030520;    3;  -0.3;  77.0;eor
       7364;2022030521;    3;   0.0;  73.0;eor
       7364;2022030522;    3;  -2.4;  83.0;eor
       7364;2022030523;    3;  -2.2;  80.0;eor
       7364;2022030600;    3;  -0.9;  75.0;eor
       7364;2022030601;    3;  -0.6;  75.0;eor
       7364;2022030602;    3;  -0.2;  73.0;eor
       7364;2022030603;    3;  -0.1;  71.0;eor
       7364;2022030604;    3;   0.0;  69.0;eor
       7364;2022030605;    3;  -0.1;  68.0;eor
       7364;2022030606;    3;  -0.4;  72.0;eor
       7364;2022030607;    3;  -0.4;  73.0;eor
       7364;2022030608;    3;   0.1;  69.0;eor
       7364;2022030609;    3;   1.1;  61.0;eor
       7364;2022030610;    3;   1.2;  60.0;eor
       7364;2022030611;    3;   1.3;  58.0;eor
       7364;2022030612;    3;   1.6;  56.0;eor
       7364;2022030613;    3;   1.2;  54.0;eor
       7364;2022030614;    3;   1.0;  55.0;eor
       7364;2022030615;    3;   0.9;  54.0;eor
       7364;2022030616;    3;   0.9;  54.0;eor
       7364;2022030617;    3;   0.7;  54.0;eor
       7364;2022030618;    3;   0.4;  60.0;eor
       7364;2022030619;    3;   0.3;  62.0;eor
       7364;2022030620;    3;  -0.1;  65.0;eor
       7364;2022030621;    3;  -0.1;  69.0;eor
       7364;2022030622;    3;  -0.2;  72.0;eor
       7364;2022030623;    3;  -0.4;  74.0;eor
       7364;2022030700;    3;  -0.4;  73.0;eor
       7364;2022030701;    3;  -0.7;  75.0;eor
       7364;2022030702;    3;  -0.8;  76.0;eor
       7364;2022030703;    3;  -1.0;  78.0;eor
       7364;2022030704;    3;  -2.3;  84.0;eor
       7364;2022030705;    3;  -3.7;  89.0;eor
       7364;2022030706;    3;  -4.2;  91.0;eor
       7364;2022030707;    3;  -2.5;  82.0;eor
       7364;2022030708;    3;   1.0;  71.0;eor
       7364;2022030709;    3;   3.5;  66.0;eor
       7364;2022030710;    3;   4.6;  62.0;eor
       7364;2022030711;    3;   5.6;  59.0;eor
       7364;2022030712;    3;   6.2;  55.0;eor
       7364;2022030713;    3;   7.3;  50.0;eor
       7364;2022030714;    3;   7.9;  46.0;eor
       7364;2022030715;    3;   7.9;  44.0;eor
       7364;2022030716;    3;   7.3;  45.0;eor
       7364;2022030717;    3;   6.0;  48.0;eor
       7364;2022030718;    3;   1.9;  65.0;eor
       7364;2022030719;    3;   0.1;  74.0;eor
       7364;2022030720;    3;  -1.0;  79.0;eor
       7364;2022030721;    3;  -1.9;  83.0;eor
       7364;2022030722;    3;  -2.2;  91.0;eor
       7364;2022030723;    3;  -2.7;  89.0;eor
       7364;2022030800;    3;  -3.2;  89.0;eor
       7364;2022030801;    3;  -3.5;  91.0;eor
       7364;2022030802;    3;  -4.0;  91.0;eor
       7364;2022030803;    3;  -4.4;  92.0;eor
       7364;2022030804;    3;  -5.0;  92.0;eor
       7364;2022030805;    3;  -5.2;  93.0;eor
       7364;2022030806;    3;  -5.4;  93.0;eor
       7364;2022030807;    3;  -3.5;  90.0;eor
       7364;2022030808;    3;  -0.1;  80.0;eor
       7364;2022030809;    3;   3.6;  68.0;eor
       7364;2022030810;    3;   5.8;  57.0;eor
       7364;2022030811;    3;   7.1;  50.0;eor
       7364;2022030812;    3;   8.4;  46.0;eor
       7364;2022030813;    3;   9.6;  37.0;eor
       7364;2022030814;    3;   9.8;  39.0;eor
       7364;2022030815;    3;   9.4;  41.0;eor
       7364;2022030816;    3;   9.0;  41.0;eor
       7364;2022030817;    3;   7.7;  43.0;eor
       7364;2022030818;    3;   4.2;  59.0;eor
       7364;2022030819;    3;   1.5;  71.0;eor
       7364;2022030820;    3;   0.6;  78.0;eor
       7364;2022030821;    3;  -0.7;  82.0;eor
       7364;2022030822;    3;  -1.4;  84.0;eor
       7364;2022030823;    3;  -2.1;  88.0;eor
       7364;2022030900;    3;  -1.7;  86.0;eor
       7364;2022030901;    3;  -2.9;  90.0;eor
       7364;2022030902;    3;  -3.2;  92.0;eor
       7364;2022030903;    3;  -3.6;  90.0;eor
       7364;2022030904;    3;  -3.9;  92.0;eor
       7364;2022030905;    3;  -4.1;  92.0;eor
       7364;2022030906;    3;  -3.8;  91.0;eor
       7364;2022030907;    3;  -2.9;  90.0;eor
       7364;2022030908;    3;   1.5;  74.0;eor
       7364;2022030909;    3;   4.3;  62.0;eor
       7364;2022030910;    3;   6.7;  53.0;eor
       7364;2022030911;    3;   9.1;  41.0;eor
       7364;2022030912;    3;  10.4;  35.0;eor
       7364;2022030913;    3;  11.3;  33.0;eor
       7364;2022030914;    3;  12.3;  28.0;eor
       7364;2022030915;    3;  11.9;  29.0;eor
       7364;2022030916;    3;  11.9;  29.0;eor
       7364;2022030917;    3;  10.0;  36.0;eor
       7364;2022030918;    3;   6.4;  45.0;eor
       7364;2022030919;    3;   2.7;  63.0;eor
       7364;2022030920;    3;   1.0;  72.0;eor
       7364;2022030921;    3;  -0.5;  78.0;eor
       7364;2022030922;    3;  -1.0;  79.0;eor
       7364;2022030923;    3;  -1.4;  82.0;eor
       7364;2022031000;    3;  -2.2;  80.0;eor
       7364;2022031001;    3;  -2.5;  88.0;eor
       7364;2022031002;    3;  -3.0;  89.0;eor
       7364;2022031003;    3;  -3.6;  90.0;eor
       7364;2022031004;    3;  -4.0;  92.0;eor
       7364;2022031005;    3;  -4.3;  93.0;eor
       7364;2022031006;    3;  -4.5;  93.0;eor
       7364;2022031007;    3;  -2.7;  88.0;eor
       7364;2022031008;    3;   2.8;  69.0;eor
       7364;2022031009;    3;   7.5;  50.0;eor
       7364;2022031010;    3;   9.1;  49.0;eor
       7364;2022031011;    3;  10.3;  44.0;eor
       7364;2022031012;    3;  10.5;  44.0;eor
       7364;2022031013;    3;  11.1;  41.0;eor
       7364;2022031014;    3;  11.1;  44.0;eor
       7364;2022031015;    3;  10.8;  44.0;eor
       7364;2022031016;    3;   9.8;  46.0;eor
       7364;2022031017;    3;   7.9;  51.0;eor
       7364;2022031018;    3;   6.3;  47.0;eor
       7364;2022031019;    3;   5.1;  45.0;eor
       7364;2022031020;    3;   4.3;  45.0;eor
       7364;2022031021;    3;   3.6;  48.0;eor
       7364;2022031022;    3;   2.5;  52.0;eor
       7364;2022031023;    3;   1.8;  53.0;eor
       7364;2022031100;    3;   1.5;  53.0;eor
       7364;2022031101;    3;   0.8;  55.0;eor
       7364;2022031102;    3;   0.3;  54.0;eor
       7364;2022031103;    3;  -0.3;  55.0;eor
       7364;2022031104;    3;  -0.8;  55.0;eor
       7364;2022031105;    3;  -1.1;  53.0;eor
       7364;2022031106;    3;  -1.2;  50.0;eor
       7364;2022031107;    3;  -0.3;  45.0;eor
       7364;2022031108;    3;   1.4;  39.0;eor
       7364;2022031109;    3;   2.9;  37.0;eor
       7364;2022031110;    3;   5.0;  33.0;eor
       7364;2022031111;    3;   6.4;  29.0;eor
       7364;2022031112;    3;   7.5;  27.0;eor
       7364;2022031113;    3;   8.3;  28.0;eor
       7364;2022031114;    3;   8.2;  27.0;eor
       7364;2022031115;    3;   8.4;  27.0;eor
       7364;2022031116;    3;   8.2;  27.0;eor
       7364;2022031117;    3;   6.9;  29.0;eor
       7364;2022031118;    3;   5.7;  31.0;eor
       7364;2022031119;    3;   4.8;  34.0;eor
       7364;2022031120;    3;   4.3;  34.0;eor
       7364;2022031121;    3;   3.6;  35.0;eor
       7364;2022031122;    3;   2.9;  36.0;eor
       7364;2022031123;    3;   2.4;  36.0;eor
       7364;2022031200;    3;   1.6;  37.0;eor
